,id,avg_likes_per_orig_tweet,avg_retweets_per_orig_tweet,following_count,followers_count,female_pct_follower,female_pct_friend,twitter,gender,asstprof,assocprof,prof,academic,yrs_on_twitter,origtweets_year,new_following_year,followers_year,orig_likes_year,orig_rt_year,follower_to_following_ratio
347,347,21.08498254,10.06543967,1693,9318,0.480429957,0.429771909,1,male,0,0,1,1,5.8333335,157.2,290.22858,1597.3715,3314.559,1582.2871,5.5038395
348,348,0,0,0,13,0.454545455,,1,male,0,1,0,1,4.4166665,0.6792453,0,2.9433963,0,0,
349,349,0,0,12,7,0.142857143,0.25,1,male,0,1,0,1,6.6666665,0.6,1.8,1.05,0,0,0.5833333
350,350,1,1,19,24,0.555555556,0.529411765,1,female,0,0,0,,6.3333335,2.368421,3,3.7894738,2.368421,2.368421,1.2631578
351,351,4.709369025,3.085585586,565,1361,0.418918919,0.40747331,1,female,0,1,0,1,4.0833335,345.06122,138.36734,333.30612,1625.0206,1064.716,2.4088495
352,352,2.410714286,2.172839506,243,185,0.511764706,0.543568465,1,female,0,1,0,1,4.6666665,30.214285,52.07143,39.642857,72.838005,65.650795,0.7613169
353,353,4.181818182,2.027777778,218,236,0.706422018,0.633802817,1,female,0,0,0,,5.5833335,18.626865,39.044777,42.268658,77.894165,37.771145,1.0825688
354,354,5.520325203,4.369047619,403,515,0.565957447,0.479695431,1,male,0,0,0,,3.5833333,40.744186,112.46512,143.72093,224.92116,178.01329,1.2779156
355,355,0,1,3,7,0.285714286,0.666666667,1,male,0,0,1,1,4,0.25,0.75,1.75,0,0.25,2.3333333
356,356,4,1,172,188,0.680232558,0.564285714,1,female,0,0,1,1,4.3333335,0.6923077,39.692307,43.384617,2.7692308,0.6923077,1.0930233
357,357,4.857142857,2,29,30,0.607142857,0.448275862,1,female,1,0,0,1,0.8333333,10.8,34.8,36,52.45714,21.6,1.0344827
358,358,12.2027027,8.123076923,383,712,0.360606061,0.300791557,1,male,0,0,0,,4.3333335,18.692308,88.38461,164.3077,228.09668,151.83907,1.8590078
359,359,3.508474576,4,61,70,0.462962963,0.528301887,1,female,0,0,0,,7.75,31.096775,7.870968,9.032258,109.10224,124.3871,1.1475409
360,360,1,0,131,46,0.476190476,0.531746032,1,female,1,0,0,1,4.3333335,0.9230769,30.23077,10.615385,0.9230769,0,0.35114503
361,361,8.3,1.666666667,107,56,0.490196078,0.377358491,1,male,1,0,0,1,2.6666667,16.5,40.125,21,136.95,27.5,0.5233645
362,362,5.244140625,4.893333333,313,6288,0.389367553,0.325878594,1,male,0,0,0,,5.1666665,300.58066,60.580647,1217.0322,1576.2872,1470.8413,20.089457
363,363,5.139130435,3.290909091,334,706,0.5453125,0.562300319,1,male,0,0,1,1,7.6666665,25.565218,43.565216,92.08696,131.383,84.132805,2.1137724
364,364,4,0,88,33,0.677419355,0.573170732,1,female,1,0,0,1,3.6666667,0.54545456,24,9,2.1818182,0,0.375
365,365,6.029126214,3.287878788,243,322,0.564356436,0.564853556,1,female,0,1,0,1,4.25,31.529411,57.17647,75.76471,190.0948,103.66489,1.3251029
366,366,4.416666667,2.029411765,194,145,0.711267606,0.632653061,1,female,1,0,0,1,4.25,24,45.64706,34.117645,106,48.705883,0.7474227
367,367,2.449781659,1.929824561,976,451,0.626728111,0.511867905,1,female,0,0,1,1,5.1666665,122.129036,188.90323,87.29032,299.18948,235.6876,0.46209016
368,368,3.390243902,2.041666667,286,263,0.518072289,0.453900709,1,male,1,0,0,1,2.4166667,45.931034,118.344826,108.82758,155.7174,93.77586,0.9195804
369,369,11.11081081,6.929648241,832,1968,0.523415978,0.392466586,1,male,0,1,0,1,4.1666665,337.44,199.68,472.32,3749.232,2338.3406,2.3653846
370,370,5.266666667,4.733333333,178,245,,,1,female,0,0,0,,4.25,16.705883,41.882355,57.64706,87.984314,79.07452,1.3764045
371,371,3.458333333,1.833333333,47,132,0.512,0.456521739,1,male,0,0,1,1,4.25,13.176471,11.058824,31.058823,45.568626,24.156862,2.8085105
372,372,4.558823529,2,150,107,0.368932039,0.44137931,1,female,0,0,0,,3.25,17.23077,46.153847,32.923077,78.55204,34.46154,0.7133333
373,373,3.785714286,3,73,32,0.724137931,0.485714286,1,female,1,0,0,1,0.8333333,18,87.6,38.4,68.14286,54,0.43835616
374,374,1,1.5,17,24,0.782608696,0.352941176,1,female,0,0,1,1,3.0833333,2.2702703,5.5135136,7.783784,2.2702703,3.4054055,1.4117647
375,375,3.074257426,1.881188119,288,439,0.704057279,0.673835125,1,female,0,0,0,,4.25,70.35294,67.76471,103.29412,216.28307,132.34712,1.5243056
376,376,1.596330275,1.587301587,311,361,0.515384615,0.35125448,1,male,0,1,0,1,7.6666665,97.17391,40.565216,47.086956,155.12166,154.24431,1.1607717
377,377,18.07692308,15.93333333,106,457,0.34375,0.333333333,1,male,0,0,1,1,4.25,3.764706,24.941177,107.52941,68.0543,59.984314,4.311321
378,378,3.632478632,3.097087379,62,507,0.588607595,0.676923077,1,female,1,0,0,1,4.1666665,31.68,14.88,121.68,115.07693,98.11573,8.17742
379,379,3.77173913,4.051282051,203,139,0.465648855,0.431472081,1,female,0,0,0,,1.5833334,85.26316,128.21053,87.789474,321.5904,345.4251,0.68472904
380,380,2,2,5,59,0.867924528,0.2,1,female,0,0,1,1,4.1666665,0.48,1.2,14.16,0.96,0.96,11.8
381,381,2.962264151,2,877,909,0.643268124,0.553364269,1,female,0,1,0,1,7.6666665,105.521736,114.391304,118.565216,312.58325,211.04347,1.036488
382,382,5.333333333,7,29,62,,,1,female,0,0,0,,3.9166667,0.7659575,7.4042554,15.829787,4.0851064,5.3617024,2.137931
383,383,1.419354839,1.875,90,176,0.39375,0.370786517,1,female,1,0,0,1,4.1666665,26.88,21.6,42.24,38.152256,50.399998,1.9555556
384,384,12.08928571,10.15789474,82,606,0.624573379,0.463414634,1,male,0,0,1,1,1.9166666,30.782608,42.782608,316.17392,372.13974,312.6865,7.390244
385,385,4.630550622,2.595174263,1262,1920,0.441690141,0.448979592,1,female,1,0,0,1,4.1666665,318.48,302.88,460.8,1474.7378,826.5111,1.5213946
386,386,5.896207585,4.820224719,235,2050,0.400739176,0.329004329,1,male,0,0,1,1,4.1666665,281.52,56.4,492,1659.9003,1356.9896,8.723404
387,387,0,1,48,32,0.34375,0.382978723,1,female,1,0,0,1,4.0833335,1.7142857,11.755102,7.836735,0,1.7142857,0.6666667
388,388,1,0,59,75,0.318181818,0.473684211,1,male,1,0,0,1,3.1666667,1.2631578,18.631578,23.68421,1.2631578,0,1.2711865
389,389,2,1.923076923,140,153,0.555555556,0.492753623,1,male,1,0,0,1,4.0833335,6.122449,34.285713,37.469387,12.244898,11.77394,1.0928571
390,390,1.127659574,1.555555556,133,117,0.472527473,0.434782609,1,female,1,0,0,1,9.666667,58.655174,13.75862,12.103448,66.14307,91.24138,0.87969923
391,391,1.909090909,2.2,53,74,0.542857143,0.377358491,1,male,0,1,0,1,7.5833335,8.307693,6.989011,9.758242,15.86014,18.276924,1.3962264
392,392,2.842105263,2.333333333,205,105,0.623655914,0.643564356,1,female,1,0,0,1,3.1666667,8.842105,64.73684,33.157894,25.130194,20.631578,0.5121951
393,393,6.170731707,3.882352941,132,600,0.318435754,0.282442748,1,male,0,0,0,,4.0833335,51.918365,32.32653,146.93878,320.3743,201.56541,4.5454545
394,394,5.8,2.875,25,119,0.714285714,0.736842105,1,male,0,1,0,1,4,11.5,6.25,29.75,66.7,33.0625,4.76
395,395,4.148195876,2.728813559,618,1075,0.567030785,0.546511628,1,female,1,0,0,1,4.0833335,269.14285,151.34694,263.26532,1116.4573,734.4407,1.7394822
396,396,4.041666667,2.310344828,279,160,0.333333333,0.388888889,1,female,1,0,0,1,4,18,69.75,40,72.75,41.58621,0.57347673
397,397,6.129949805,4.387843705,258,2503,0.348715716,0.326848249,1,male,0,0,0,,3.9166667,593.8723,65.87234,639.06384,3640.4075,2605.8188,9.7015505
398,398,2,1.909090909,85,151,0.715277778,0.764705882,1,female,0,0,1,1,4,9.25,21.25,37.75,18.5,17.65909,1.7764705
399,399,2.704225352,1.855769231,447,784,0.433333333,0.35952381,1,male,0,0,1,1,7.1666665,48.139534,62.372093,109.39535,130.18015,89.33587,1.753915
400,400,7.405394191,4.295183843,442,15537,0.560723514,0.542725173,1,male,0,0,1,1,5.0833335,539.21313,86.95082,3056.459,3993.086,2316.0195,35.151585
401,401,2.173076923,1.714285714,125,103,0.696629213,0.702479339,1,female,0,0,1,1,3.9166667,29.106382,31.914894,26.297873,63.25041,49.896656,0.824
402,402,8.833333333,4,150,69,0.53030303,0.455172414,1,male,0,1,0,1,1.9166666,12,78.26087,36,106,48,0.46
403,403,3.852459016,2.959183673,539,398,0.682795699,0.603351955,1,female,1,0,0,1,3.9166667,64.59574,137.61702,101.61702,248.85245,191.15067,0.73840445
404,404,19.24425287,10.10500963,214,7155,0.34166403,0.325242718,1,male,0,0,1,1,4.9166665,222.30508,43.525425,1455.2543,4278.095,2246.395,33.434578
405,405,3.142857143,1.571428571,406,280,0.653846154,0.597468354,1,female,0,0,0,,6.3333335,5.8421054,64.10526,44.210526,18.360903,9.180451,0.6896552
406,406,4,2,117,83,0.671052632,0.534482759,1,female,1,0,0,1,9.666667,3.8275862,12.103448,8.586206,15.310345,7.6551723,0.7094017
407,407,0,2,138,18,0.388888889,0.510948905,1,female,1,0,0,1,4.75,0.21052632,29.052631,3.7894738,0,0.42105263,0.13043478
408,408,6,0,84,89,0.67816092,0.614457831,1,female,1,0,0,1,3.6666667,0.27272728,22.90909,24.272728,1.6363637,0,1.0595238
409,409,3.045454545,1.740740741,54,71,0.328358209,0.444444444,1,male,0,1,0,1,3.9166667,27.829786,13.787234,18.127659,84.75435,48.444443,1.3148148
410,410,1.893854749,1.860986547,665,1233,0.539440204,0.425757576,1,male,0,1,0,1,7.5833335,111.69231,87.69231,162.5934,211.529,207.85788,1.8541354
411,411,1.2,2.4,63,137,,,1,male,0,0,1,1,3.9166667,1.7872341,16.085106,34.97872,2.144681,4.289362,2.1746032
412,412,2.809798271,2.453781513,747,442,0.636986301,0.699731903,1,female,1,0,0,1,2.0833333,289.44,358.56,212.16,813.268,710.22253,0.59170014
413,413,2.428571429,4,78,189,0.480446927,0.493506494,1,male,0,0,1,1,3.9166667,4.0851064,19.914894,48.255318,9.920973,16.340425,2.4230769
414,414,3.9375,1.3,376,246,0.374407583,0.339181287,1,male,1,0,0,1,9.666667,13.551724,38.896553,25.448277,53.359917,17.61724,0.65425533
415,415,9.561619718,11.54022989,213,2865,0.40553685,0.355450237,1,male,0,0,1,1,3.8333333,173.73914,55.565216,747.3913,1661.2275,2004.9896,13.450705
416,416,1.741935484,1.5,145,62,0.603773585,0.545454545,1,female,0,1,0,1,3.5,23.428572,41.42857,17.714285,40.81106,35.142857,0.4275862
417,417,1,1,33,33,0.5,0.681818182,1,female,0,0,0,,7.5833335,0.6593407,4.3516483,4.3516483,0.6593407,0.6593407,1
418,418,4.831578947,2.883116883,249,448,0.494089835,0.469635628,1,male,1,0,0,1,3.8333333,65.21739,64.95652,116.86957,315.10297,188.02936,1.7991968
419,419,8.941605839,4.927083333,329,1099,0.522267206,0.475460123,1,male,0,0,1,1,3.4166667,90.14634,96.29269,321.65854,806.05304,444.15854,3.3404255
420,420,1.6,1.333333333,107,70,0.571428571,0.695238095,1,female,1,0,0,1,3.75,5.6,28.533333,18.666666,8.96,7.4666667,0.6542056
421,421,3.168604651,2.235294118,386,441,0.522058824,0.551451187,1,female,0,0,0,,5.0833335,52.13115,75.934425,86.7541,165.183,116.52845,1.142487
422,422,1,0,28,9,0.285714286,0.37037037,1,male,0,0,0,,3.8333333,1.5652174,7.304348,2.347826,1.5652174,0,0.32142857
423,423,2.120481928,1.533333333,430,329,0.723472669,0.759433962,1,female,1,0,0,1,7.5833335,39.296703,56.703297,43.384617,83.32795,60.254944,0.7651163
424,424,4.428571429,2.422018349,301,505,0.606786427,0.611650485,1,female,0,0,0,,3.8333333,224.08696,78.521736,131.73914,992.38513,542.74274,1.6777408
425,425,4,0,80,13,0.454545455,0.320512821,1,male,0,0,0,,3.3333333,0.3,24,3.9,1.2,0,0.1625
426,426,1.333333333,1.6,53,83,0.597402597,0.411764706,1,female,0,0,0,,3.25,19.692308,16.307692,25.538462,26.25641,31.507694,1.5660378
427,427,7,2.4,44,125,0.675,0.545454545,1,female,0,1,0,1,6.75,1.6296296,6.5185184,18.518518,11.407408,3.911111,2.840909
428,428,21.66666667,15.33333333,186,153,0.430555556,0.331521739,1,female,0,0,0,,0.75,4,248,204,86.666664,61.333332,0.82258064
429,429,1.618181818,2.375,328,66,0.614035088,0.453703704,1,female,0,0,0,,3.75,50.933334,87.46667,17.6,82.419395,120.96667,0.20121951
430,430,2.666666667,2.333333333,101,1306,0.484577922,0.237623762,1,male,0,0,0,,5.6666665,2.1176472,17.82353,230.47058,5.647059,4.941177,12.930693
431,431,4.429133858,2.253521127,224,298,0.449814126,0.518181818,1,female,1,0,0,1,3.5,94,64,85.14286,416.3386,211.83098,1.3303572
432,432,4.5,1.647058824,112,175,0.347305389,0.3,1,female,1,0,0,1,8.916667,11.439252,12.560748,19.626167,51.476635,18.841122,1.5625
433,433,0,0,29,27,0.666666667,0.678571429,1,female,0,0,0,,3.6666667,0,7.909091,7.3636365,0,0,0.9310345
434,434,1.940414508,1.959349593,136,240,0.475336323,0.425373134,1,female,1,0,0,1,3.6666667,232.36363,37.090908,65.454544,450.88177,455.2816,1.7647059
435,435,2.56097561,3.3,183,166,0.479289941,0.456521739,1,male,0,1,0,1,3.5833333,13.395349,51.069767,46.32558,34.30516,44.20465,0.90710384
436,436,1,1.6,88,34,0.586206897,0.719512195,1,female,0,1,0,1,3.75,6.133333,23.466667,9.066667,6.133333,9.8133335,0.38636363
437,437,0,0,15,8,0.833333333,0.6,1,male,1,0,0,1,3.75,0.26666668,4,2.1333334,0,0,0.53333336
438,438,1.869565217,2,77,157,0.602836879,0.68,1,male,0,1,0,1,3.75,12,20.533333,41.866665,22.434782,24,2.038961
439,439,3.9375,3.222222222,80,65,0.754098361,0.784810127,1,female,0,1,0,1,1.25,16.8,64,52,66.149994,54.13333,0.8125
440,440,5.196883853,3.931185944,398,3439,0.430856381,0.414141414,1,male,0,0,1,1,7.5,170.26666,53.066666,458.53333,884.8561,669.3499,8.640703
441,441,3.394366197,2.277777778,128,181,0.604651163,0.5078125,1,male,0,1,0,1,3.5,31.142857,36.57143,51.714287,105.71026,70.93651,1.4140625
442,442,5.675767918,3.034120735,621,2641,0.563733553,0.536466775,1,female,0,1,0,1,7.5,165.6,82.8,352.13333,939.9072,502.4504,4.252818
443,443,7.696125908,5.731372549,8032,12481,0.466939986,0.449222798,1,male,0,0,1,1,9.666667,98.793106,830.89655,1291.138,760.32416,566.2201,1.5539094
444,444,2.708446866,1.865853659,96,269,0.608527132,0.589473684,1,female,0,1,0,1,7.5,92.933334,12.8,35.866665,251.705,173.40001,2.8020833
445,445,6.454545455,2.571428571,219,302,0.537906137,0.430555556,1,male,1,0,0,1,4.0833335,9.061225,53.632652,73.95918,58.486088,23.300293,1.3789954
446,446,3.181818182,2.217391304,229,486,0.390243902,0.292792793,1,male,0,0,0,,3.5833333,22.04651,63.90698,135.62791,70.14799,48.885742,2.1222708
447,447,2.222222222,1.666666667,111,70,0.681818182,0.54954955,1,female,1,0,0,1,3.6666667,3.5454545,30.272728,19.09091,7.878788,5.909091,0.6306306
448,448,1.978552279,1.554054054,1556,891,0.770432692,0.752142386,1,female,1,0,0,1,7.5,141.06667,207.46666,118.8,279.10776,219.22522,0.5726221
449,449,2.5,0,298,69,0.323076923,0.257731959,1,male,0,0,0,,3,1.3333334,99.333336,23,3.3333335,0,0.23154363
450,450,1,2,29,25,0.608695652,0.535714286,1,female,1,0,0,1,3.5833333,6.139535,8.093023,6.976744,6.139535,12.27907,0.86206895
451,451,1.25,1,41,52,0.38,0.414634146,1,male,0,0,1,1,7.5,20.266666,5.4666667,6.9333334,25.333332,20.266666,1.2682927
452,452,4.160493827,2.397435897,261,389,0.683908046,0.67578125,1,female,0,1,0,1,3.5833333,65.5814,72.83721,108.558136,272.851,157.2272,1.4904214
453,453,2.897959184,2.088235294,362,113,0.634615385,0.523391813,1,male,0,0,1,1,3.5833333,29.302326,101.023254,31.534883,84.91695,61.19015,0.3121547
454,454,1,0,134,61,0.52173913,0.512820513,1,female,0,1,0,1,7.25,1.2413793,18.48276,8.413794,1.2413793,0,0.4552239
455,455,1,0,5,6,0.166666667,0.4,1,female,1,0,0,1,1.5833334,0.6315789,3.1578948,3.7894738,0.6315789,0,1.2
456,456,2.5,2.294117647,471,272,0.638132296,0.60554371,1,female,1,0,0,1,3.5,44.285713,134.57143,77.71429,110.71428,101.596634,0.5774947
457,457,2.803076923,2.983193277,230,281,0.665427509,0.603524229,1,female,0,0,0,,3.5,184.85715,65.71429,80.28571,518.1688,551.4646,1.2217392
458,458,2.18609407,1.644295302,124,619,0.344144144,0.278688525,1,male,0,1,0,1,3.5833333,291.06976,34.604652,172.74419,636.3059,478.60464,4.9919353
459,459,1.869565217,1.5,279,88,0.543209877,0.49270073,1,female,1,0,0,1,6.0833335,7.5616436,45.863014,14.465754,14.136986,11.342465,0.3154122
460,460,7.833333333,5,280,257,0.386554622,0.353571429,1,female,1,0,0,1,3.5833333,4.744186,78.139534,71.72093,37.16279,23.72093,0.91785717
461,461,8.416666667,6.5,136,76,0.285714286,0.362962963,1,female,0,0,0,,0.41666666,38.4,326.4,182.4,323.2,249.6,0.5588235
462,462,1.675257732,1.375,386,254,0.723140496,0.713527851,1,female,0,0,0,,3.5,114.85714,110.28571,72.57143,192.41531,157.92857,0.6580311
463,463,1.556634304,1.482608696,684,316,0.604651163,0.564828614,1,female,0,0,0,,9.666667,124.655174,70.75862,32.689655,194.04253,184.81485,0.4619883
464,464,8.64028777,5.153846154,213,1042,0.62962963,0.514423077,1,female,0,0,1,1,7.25,22.62069,29.37931,143.72414,195.44926,116.58355,4.892019
465,465,0,0,123,24,0.727272727,0.606557377,1,female,0,0,0,,3.5833333,0,34.32558,6.6976743,0,0,0.19512194
466,466,1.675675676,1.913043478,302,61,0.385964912,0.41,1,female,0,0,0,,3.3333333,26.4,90.6,18.3,44.23784,50.50435,0.20198676
467,467,0,0,6,22,0.705882353,0.833333333,1,male,0,0,1,1,3.5833333,0.55813956,1.6744186,6.139535,0,0,3.6666667
468,468,2.447368421,1.5,90,190,0.662650602,0.397727273,1,male,0,1,0,1,9.666667,50.482758,9.310345,19.655172,123.549904,75.72414,2.1111112
469,469,13.76,10.63157895,444,1135,0.425592417,0.357630979,1,male,1,0,0,1,7.3333335,6.5454545,60.545456,154.77272,90.06545,69.58852,2.5563064
470,470,4.851681957,3.410041841,343,556,0.643122677,0.618768328,1,female,0,1,0,1,3.4166667,261.95123,100.39024,162.7317,1270.904,893.26465,1.6209912
471,471,4.555555556,2.25,90,67,0.287878788,0.340909091,1,male,1,0,0,1,0.5,48,180,134,218.66667,108,0.74444443
472,472,2.046263345,1.815286624,242,297,0.445255474,0.435146444,1,male,0,0,1,1,3.4166667,219.80487,70.82927,86.92683,449.77866,399.00885,1.2272727
473,473,1,0,43,122,0.271929825,0.225,1,male,1,0,0,1,3.5833333,1.1162791,12,34.046513,1.1162791,0,2.8372092
474,474,0,0,1,6,0.666666667,1,1,female,0,0,1,1,2.8333333,0.3529412,0.3529412,2.1176472,0,0,6
475,475,2.826666667,2.5,397,452,0.79245283,0.829842932,1,female,0,0,1,1,3.5833333,37.395348,110.790695,126.139534,105.704185,93.48837,1.1385391
476,476,7.03030303,3.704545455,177,510,0.707865169,0.724867725,1,female,1,0,0,1,3.4166667,22.536585,51.80488,149.2683,158.43903,83.4878,2.881356
477,477,0,0,17,1,0,0.470588235,1,female,1,0,0,1,1.75,0,9.714286,0.5714286,0,0,0.05882353
478,478,2.076388889,2,723,499,0.528017241,0.425174825,1,female,0,1,0,1,3.5,79.14286,206.57143,142.57143,164.33136,158.28572,0.6901798
479,479,3.48951049,2.528,97,411,0.616666667,0.578947368,1,female,0,0,1,1,4.8333335,59.58621,20.068966,85.034485,207.9267,150.63394,4.2371135
480,480,5.4,5.012820513,1191,391,0.386167147,0.291914894,1,male,1,0,0,1,8.25,19.636364,144.36363,47.39394,106.03636,98.43357,0.32829556
481,481,2.918918919,2,146,131,0.723577236,0.6875,1,female,0,1,0,1,3,15.666667,48.666668,43.666668,45.729733,31.333334,0.89726025
482,482,7.984160507,7.165869219,498,2858,0.573423934,0.498,1,female,0,0,1,1,3.5,340,142.28572,816.5714,2714.6145,2436.3955,5.738956
483,483,5.20952381,8.5,257,48,0.577777778,0.358267717,1,female,0,1,0,1,1.9166666,125.73913,134.08696,25.043478,655.04095,1068.7826,0.18677042
484,484,1.962809917,1.691358025,590,645,0.478705281,0.464471404,1,female,0,1,0,1,7,88,84.28571,92.14286,172.72728,148.83951,1.0932204
485,485,2.796267496,2.199261993,678,885,0.628605769,0.651057402,1,female,1,0,0,1,7.3333335,319.22726,92.454544,120.681816,892.64484,702.0644,1.3053098
486,486,3.5,2,139,47,0.6,0.510948905,1,female,1,0,0,1,2.4166667,4.137931,57.517242,19.448277,14.482758,8.275862,0.3381295
487,487,4.337209302,2.535714286,135,287,0.501779359,0.455223881,1,female,0,0,0,,3.5,58,38.57143,82,251.55814,147.07143,2.125926
488,488,2,0,17,4,0.666666667,0.176470588,1,male,0,0,0,,7.4166665,1.8876405,2.2921348,0.53932583,3.775281,0,0.23529412
489,489,4.214285714,1.857142857,138,166,0.529801325,0.492647059,1,female,0,1,0,1,3.5,5.428571,39.42857,47.42857,22.87755,10.081633,1.2028985
490,490,3.92893401,3.3659118,1356,4616,0.403179877,0.34469697,1,male,0,0,1,1,7.4166665,180.13483,182.83147,622.382,707.73785,606.31793,3.4041297
491,491,3.4,2.413793103,43,74,0.378378378,0.166666667,1,female,0,0,0,,3.4166667,24.878048,12.585366,21.658537,84.585365,60.05046,1.7209302
492,492,2.326530612,1.684210526,244,176,0.470588235,0.399176955,1,female,0,0,0,,3.4166667,55.90244,71.414635,51.512196,130.05873,94.151474,0.72131145
493,493,4.096774194,1.75,122,151,,,1,female,0,0,1,1,7.4166665,4.8539324,16.449438,20.35955,19.885466,8.494382,1.2377049
494,494,2.866666667,3.470588235,103,186,0.3625,0.425742574,1,male,0,0,0,,3.3333333,7.2,30.9,55.8,20.64,24.988235,1.8058252
495,495,4.789473684,2,266,684,0.48503937,0.428571429,1,male,0,0,0,,9.666667,13.965517,27.51724,70.75862,66.887474,27.931034,2.5714285
496,496,3.333333333,1.5,54,69,0.71641791,0.722222222,1,female,1,0,0,1,7.4166665,1.0786517,7.280899,9.30337,3.5955055,1.6179775,1.2777778
497,497,4.17,2.738095238,125,397,0.47752809,0.422764228,1,male,1,0,0,1,3,37.333332,41.666668,132.33333,155.68,102.22222,3.176
498,498,3.492822967,1.689189189,408,272,0.747126437,0.73433584,1,female,0,1,0,1,3.3333333,102,122.4,81.6,356.26794,172.2973,0.6666667
499,499,2.299145299,2.139534884,529,311,0.61971831,0.440839695,1,female,0,0,0,,8.75,42.17143,60.45714,35.54286,96.958244,90.22724,0.5879017
500,500,2.954545455,2.5,336,266,0.605042017,0.512048193,1,female,1,0,0,1,9.666667,8.4827585,34.75862,27.51724,25.062696,21.206896,0.7916667
501,501,4.5163827,3.14363354,315,3999,0.259411926,0.250803859,1,male,0,0,1,1,9.666667,298.44827,32.58621,413.68967,1347.9066,938.212,12.695238
502,502,2.467391304,1.526315789,219,289,0.529880478,0.507462687,1,male,0,0,1,1,9.666667,81.51724,22.655172,29.896551,201.13493,124.42105,1.3196347
503,503,2.394736842,2,373,188,0.594117647,0.59400545,1,female,0,1,0,1,9.666667,18.310345,38.58621,19.448277,43.848457,36.62069,0.50402147
504,504,6.672897196,5.45646438,300,1222,0.567343173,0.574829932,1,male,0,0,0,,3.25,168.92308,92.30769,376,1127.2063,921.7228,4.0733333
505,505,4.373417722,2.904761905,195,803,0.306818182,0.268041237,1,male,0,0,1,1,3.25,69.53846,60,247.07692,304.12073,201.99268,4.1179485
506,506,2.605,2.838709677,1297,223,0.429268293,0.280062064,1,male,1,0,0,1,7.25,154.34483,178.89655,30.758621,402.0683,438.14017,0.17193523
507,507,6.851851852,2.076923077,166,104,0.431578947,0.360248447,1,male,1,0,0,1,9,4.5555553,18.444445,11.555555,31.213991,9.461538,0.62650603
508,508,1.5,1,111,52,0.488888889,0.509615385,1,female,0,1,0,1,9.666667,13.75862,11.4827585,5.37931,20.63793,13.75862,0.46846846
509,509,5.686679174,2.451048951,535,879,0.767664671,0.736137667,1,female,1,0,0,1,7.3333335,98.045456,72.954544,119.86364,557.55304,240.31421,1.6429907
510,510,4.294117647,2.305555556,38,199,0.566666667,0.594594595,1,female,0,0,1,1,6.5833335,12.759494,5.772152,30.227848,54.790768,29.417723,5.236842
511,511,3.473684211,2.75,139,105,0.490196078,0.435714286,1,male,1,0,0,1,4.9166665,4.881356,28.271187,21.355932,16.95629,13.423728,0.7553957
512,512,4.874686717,3.662447257,624,1888,0.452840909,0.399437412,1,male,0,0,1,1,9.666667,184.65517,64.55173,195.31035,900.1361,676.2898,3.025641
513,513,4.304627249,2.980496454,936,1110,0.701520913,0.6695747,1,male,0,1,0,1,5.0833335,234.09836,184.13115,218.36066,1007.7062,697.7293,1.1858975
514,514,1.25,1.571428571,75,54,0.37254902,0.342465753,1,male,0,0,0,,7.3333335,20.318182,10.227273,7.3636365,25.397728,31.928572,0.72
515,515,2.181818182,1.816666667,159,97,0.666666667,0.7125,1,female,1,0,0,1,3,82.666664,53,32.333332,180.36363,150.17778,0.6100629
516,516,2.774647887,1.3125,222,56,0.612244898,0.525345622,1,female,0,0,0,,4,41,55.5,14,113.76057,53.8125,0.25225225
517,517,2.555555556,2.25,4,121,0.675438596,0.25,1,male,0,0,1,1,3.0833333,6.4864864,1.2972972,39.243244,16.576576,14.594595,30.25
518,518,1.555555556,1,112,24,0.454545455,0.336363636,1,male,1,0,0,1,2.3333333,12.428572,48,10.285714,19.333334,12.428572,0.21428572
519,519,1.833333333,1.333333333,98,57,0.618181818,0.639175258,1,female,0,1,0,1,3.5833333,3.0697675,27.348837,15.906977,5.627907,4.0930233,0.5816327
520,520,80.31399317,4.716494845,673,816,0.608312343,0.53880597,1,female,1,0,0,1,3.25,99.38461,207.07692,251.07692,7981.975,468.747,1.2124814
521,521,5.373333333,2.514285714,208,176,0.649122807,0.621359223,1,female,0,0,1,1,1.0833334,99.69231,192,162.46153,535.68,250.65494,0.84615386
522,522,3.7,3,11,36,0.828571429,0.727272727,1,female,0,1,0,1,3.1666667,10.736842,3.4736843,11.368421,39.726315,32.210526,3.2727273
523,523,2.754716981,2.068965517,247,298,0.457746479,0.400809717,1,male,0,1,0,1,3.25,85.23077,76,91.69231,234.78664,176.33952,1.2064778
524,524,1.970731707,2.195652174,512,187,0.422222222,0.390962672,1,female,1,0,0,1,3.25,135.07692,157.53847,57.53846,266.20038,296.58194,0.36523438
525,525,2.192982456,1.823529412,83,59,0.642857143,0.646341463,1,female,1,0,0,1,3.25,38.76923,25.538462,18.153847,85.02024,70.69683,0.7108434
526,526,1.611111111,1.166666667,300,139,0.691176471,0.654237288,1,female,1,0,0,1,3.1666667,12.631579,94.73684,43.894737,20.350878,14.736843,0.46333334
527,527,2.924528302,2.547619048,107,109,0.551020408,0.564814815,1,female,0,0,0,,2.1666667,36.923077,49.384617,50.307693,107.98258,94.06593,1.0186915
528,528,4.846347607,4.030864198,163,1649,0.439089692,0.416149068,1,male,1,0,0,1,7.25,119.17242,22.48276,227.44827,577.55096,480.36783,10.116565
