,id,avg_likes_per_orig_tweet,avg_retweets_per_orig_tweet,following_count,followers_count,female_pct_follower,female_pct_friend,twitter,gender,asstprof,assocprof,prof,academic,yrs_on_twitter,origtweets_year,new_following_year,followers_year,orig_likes_year,orig_rt_year,follower_to_following_ratio
167,167,6.855656697,4.235704324,686,1755,0.651076923,0.634218289,1,male,1,0,0,1,4.5,451.77777,152.44444,390,3097.2334,1913.597,2.558309
168,168,1.333333333,1.714285714,48,143,0.446969697,0.318181818,1,female,0,0,1,1,3.25,3.0769231,14.769231,44,4.1025643,5.2747254,2.9791667
169,169,2.768115942,1.859649123,207,538,0.350409836,0.383838384,1,male,0,0,1,1,9.916667,15.02521,20.87395,54.2521,41.591526,27.94162,2.5990338
170,170,2.706214689,1.99009901,423,308,0.691525424,0.602380952,1,male,0,0,1,1,8.25,71.15151,51.272728,37.333332,192.55127,141.59856,0.72813237
171,171,1.745901639,1.315789474,137,69,0.508474576,0.251908397,1,male,0,0,0,,9.916667,43.563026,13.815126,6.957983,76.05676,57.31977,0.50364965
172,172,4.391156463,3.854545455,909,316,0.415282392,0.326327434,1,male,0,1,0,1,2.5833333,223.35484,351.87097,122.32258,980.7861,860.9314,0.34763476
173,173,2.550420168,2.175,653,221,0.543589744,0.472440945,1,female,0,0,0,,9.916667,42.857143,65.84874,22.285715,109.30373,93.21429,0.33843797
174,174,4.056426332,2.384615385,2780,586,0.659963437,0.626361656,1,female,0,0,0,,5.1666665,67.548386,538.0645,113.41936,274.00504,161.07692,0.21079136
175,175,2.727272727,1.4,172,103,0.663043478,0.602339181,1,female,1,0,0,1,8.416667,5.2277226,20.435644,12.237624,14.257425,7.318812,0.5988372
176,176,4.143712575,2.48608137,1105,876,0.685646501,0.638200184,1,female,1,0,0,1,5.0833335,234.4918,217.37704,172.32787,971.6666,582.9657,0.7927602
177,177,3.415143603,2.111821086,531,666,0.751962323,0.705769231,1,female,1,0,0,1,8.25,185.81818,64.36364,80.72727,634.59576,392.41473,1.2542373
178,178,5.988571429,3.645904437,1179,2944,0.55620867,0.539594843,1,female,0,0,1,1,8.25,263.75757,142.90909,356.84848,1579.531,961.6349,2.4970315
179,179,5.235294118,3.269230769,218,506,0.309677419,0.366336634,1,female,1,0,0,1,4.4166665,14.943397,49.35849,114.56604,78.23308,48.853413,2.321101
180,180,3.485714286,1.923076923,102,75,0.671875,0.628865979,1,female,0,0,0,,5.1666665,10.258064,19.741936,14.5161295,35.75668,19.727047,0.7352941
181,181,1.714285714,2,46,21,0.210526316,0.155555556,1,female,0,0,0,,0.9166667,7.6363635,50.18182,22.90909,13.090909,15.272727,0.45652175
182,182,5.989757914,4.045886076,553,1663,0.399605003,0.343065693,1,female,1,0,0,1,5.1666665,313.9355,107.03226,321.87097,1880.3976,1270.1472,3.0072334
183,183,3.044444444,2.266666667,266,144,0.443548387,0.44488189,1,male,0,0,0,,12.083333,64.38621,22.013794,11.917241,196.02023,145.94208,0.5413534
184,184,21.34993773,14.68693694,286,13715,0.531458417,0.479020979,1,male,1,0,0,1,9.916667,95.69748,28.840336,1383.0253,2043.1353,1405.5028,47.954544
185,185,1.5,1.5,50,41,0.472222222,0.36,1,male,0,0,1,1,6.75,1.037037,7.4074073,6.0740743,1.5555556,1.5555556,0.82
186,186,0,0,35,18,0.466666667,0.441176471,1,male,0,0,1,1,9.833333,0.91525424,3.559322,1.8305085,0,0,0.51428574
187,187,6.693215339,4.585271318,481,2510,0.301183691,0.451271186,1,female,0,1,0,1,9.583333,191.58261,50.191303,261.91306,1282.3037,878.45825,5.218295
188,188,2.216666667,2.025,182,129,0.412280702,0.359550562,1,male,0,0,1,1,9.666667,11.689655,18.827587,13.344828,25.91207,23.671553,0.7087912
189,189,2.210526316,2.428571429,184,69,0.384615385,0.35359116,1,male,0,1,0,1,6.4166665,5.922078,28.675325,10.753246,13.09091,14.38219,0.375
190,190,3.24567474,2.297142857,370,950,0.685354691,0.776859504,1,male,0,0,1,1,9.583333,88.90435,38.608696,99.13043,288.5546,204.226,2.5675676
191,191,4.333333333,1,84,34,0.59375,0.461538462,1,male,0,0,1,1,5.0833335,1.1803279,16.52459,6.6885247,5.114754,1.1803279,0.4047619
192,192,3.091644205,2.75440806,2327,5989,0.544472452,0.500662252,1,male,0,0,0,,9.833333,293.28815,236.64407,609.05084,906.7426,807.83527,2.5737
193,193,2.772020725,3.156862745,130,758,0.468115942,0.472868217,1,male,0,0,1,1,9.833333,26.338984,13.220339,77.08475,73.01221,83.14856,5.830769
194,194,1.333333333,1,78,89,0.825581395,0.493333333,1,male,0,0,0,,9.833333,0.40677965,7.9322033,9.050847,0.5423729,0.40677965,1.1410257
195,195,3.792682927,3.428571429,197,157,0.741007194,0.701030928,1,male,0,1,0,1,5.3333335,24.375,36.9375,29.4375,92.44665,83.57143,0.79695433
196,196,2,0,28,41,0.454545455,0.555555556,1,female,0,0,0,,8.083333,0.24742268,3.4639175,5.072165,0.49484536,0,1.4642857
197,197,1.909090909,1.2,446,222,0.485849057,0.606818182,1,female,0,0,0,,8,42,55.75,27.75,80.181816,50.4,0.49775785
198,198,1.902439024,1.758064516,176,758,0.579626973,0.529069767,1,male,0,0,1,1,7.4166665,20.494383,23.730337,102.20225,38.989315,36.03045,4.306818
199,199,2,1,40,16,0.4,0.564102564,1,male,0,1,0,1,8.083333,1.3608247,4.9484534,1.9793814,2.7216494,1.3608247,0.4
200,200,5.525821596,3.496350365,188,780,0.393854749,0.489130435,1,female,0,0,1,1,4.8333335,59.37931,38.896553,161.3793,328.11948,207.61087,4.1489363
201,201,1.25,2,15,30,0.677419355,0.866666667,1,male,0,0,1,1,5.1666665,4.645161,2.903226,5.806452,5.8064513,9.290322,2
202,202,3.305555556,2.85,350,297,0.572953737,0.488505747,1,male,0,0,1,1,5.1666665,15.67742,67.741936,57.48387,51.822582,44.680645,0.8485714
203,203,2.700934579,1.936708861,91,189,0.505494505,0.551724138,1,male,0,0,0,,5.1666665,30.967741,17.612904,36.580647,83.641846,59.9755,2.0769231
204,204,5.114613181,2.561111111,347,881,0.574941452,0.507374631,1,female,0,0,1,1,9.833333,62.23729,35.288136,89.59322,318.31967,159.3966,2.538905
205,205,2.153846154,1.553398058,157,153,0.630434783,0.668831169,1,female,0,0,0,,5,56.8,31.4,30.6,122.33846,88.23301,0.9745223
206,206,6.275862069,4.833333333,170,296,0.35971223,0.355828221,1,male,1,0,0,1,3.6666667,8.727273,46.363636,80.72727,54.77116,42.18182,1.7411765
207,207,2.833333333,1.666666667,156,36,0.617647059,0.529801325,1,male,1,0,0,1,0.41666666,14.4,374.4,86.4,40.8,24,0.23076923
208,208,7.305007587,4.731462926,376,2063,0.259635974,0.247933884,1,male,0,0,1,1,5,187.8,75.2,412.6,1371.8805,888.5687,5.486702
209,209,6.842260153,6.182017544,235,3701,0.397626113,0.310344828,1,male,0,0,1,1,5.0833335,475.67212,46.229507,728.06555,3254.6724,2940.6133,15.748936
210,210,5.294117647,2.454545455,317,374,0.45325779,0.471153846,1,female,0,1,0,1,5.0833335,4.7213116,62.360657,73.57377,24.995178,11.588674,1.1798108
211,211,7.041666667,3.96875,618,850,0.394506866,0.40589198,1,male,0,0,1,1,4.3333335,25.384615,142.61539,196.15384,178.75,100.74519,1.3754045
212,212,3.051282051,2.246376812,205,306,0.679104478,0.532663317,1,male,0,1,0,1,4.5833335,85.527275,44.727272,66.76363,260.96783,192.12648,1.4926829
213,213,4.869565217,2.821052632,667,837,0.528871391,0.587692308,1,female,1,0,0,1,4.9166665,72,135.66101,170.23729,350.6087,203.11578,1.2548726
214,214,8.25974026,2.92,711,773,0.5606469,0.56097561,1,female,0,0,0,,5.0833335,43.67213,139.86885,152.06557,360.72046,127.52262,1.0872011
215,215,4.905325444,2.841584158,211,426,0.768831169,0.761904762,1,female,1,0,0,1,5.0833335,45.04918,41.508198,83.803276,220.98088,128.01103,2.0189574
216,216,1.5,0,28,57,0.54,0.64,1,female,0,0,0,,9.833333,12.81356,2.8474576,5.7966104,19.220339,0,2.0357144
217,217,5,3.153846154,95,378,0.586021505,0.463157895,1,female,0,0,1,1,3.1666667,10.421053,30,119.36842,52.105263,32.866398,3.9789474
218,218,1.285714286,1.5,43,46,0.432432432,0.324324324,1,male,1,0,0,1,5.0833335,2.7540984,8.459017,9.04918,3.5409837,4.1311474,1.0697675
219,219,9.927710843,4.032258065,200,397,0.530183727,0.46969697,1,female,0,0,1,1,3.5833333,24.83721,55.813953,110.790695,246.57663,100.15004,1.985
220,220,2.84,1.777777778,127,155,0.527777778,0.382113821,1,female,0,1,0,1,4.5,6.888889,28.222221,34.444443,19.564444,12.246914,1.2204725
221,221,2.9342723,2.240740741,1208,1472,0.556671449,0.567521368,1,male,0,1,0,1,5.0833335,66.29508,237.63934,289.57376,194.52782,148.5501,1.218543
222,222,0,0,1,6,0.666666667,1,1,male,0,0,1,1,5.0833335,0.39344263,0.19672132,1.1803279,0,0,6
223,223,1,1,14,20,0.473684211,0.214285714,1,male,0,0,0,,5.0833335,1.3770492,2.7540984,3.9344263,1.3770492,1.3770492,1.4285715
224,224,1,1,144,111,0.384615385,0.312977099,1,female,0,0,1,1,9.5,0.31578946,15.157895,11.684211,0.31578946,0.31578946,0.7708333
225,225,1,0,43,3,0.333333333,0.488372093,1,female,1,0,0,1,1.5,2.6666667,28.666666,2,2.6666667,0,0.069767445
226,226,2.597560976,2.189189189,176,112,0.811320755,0.809248555,1,female,0,0,1,1,2.5,48.8,70.4,44.8,126.76097,106.83243,0.6363636
227,227,2.5,3.666666667,53,22,0.363636364,0.309090909,1,male,0,0,0,,6.9166665,3.4698796,7.6626506,3.180723,8.674699,12.722892,0.41509435
228,228,2.227272727,2.153846154,4,117,,,1,male,0,0,1,1,2,18.5,2,58.5,41.204544,39.846153,29.25
229,229,2.519480519,2.126984127,326,487,0.460352423,0.440251572,1,male,1,0,0,1,7.5833335,28.747253,42.98901,64.21978,72.42815,61.14495,1.493865
230,230,1.851351351,1.851851852,78,87,0.78313253,0.683544304,1,female,0,0,0,,5,89,15.6,17.4,164.77026,164.81482,1.1153846
231,231,2.566473988,2.365591398,208,448,0.369458128,0.224390244,1,male,1,0,0,1,4.9166665,51.864407,42.305084,91.118645,133.10866,122.689995,2.1538463
232,232,3.066176471,2.323863636,234,1000,0.453663793,0.419213974,1,female,0,0,0,,8,48.625,29.25,125,149.09283,112.99787,4.2735043
233,233,4.082228117,2.427947598,1508,1533,0.341342756,0.273705447,1,male,1,0,0,1,2.25,253.33333,670.2222,681.3333,1034.1644,615.08,1.0165782
234,234,2,0,49,37,0.542857143,0.244897959,1,male,0,1,0,1,4.25,0.23529412,11.529411,8.705882,0.47058824,0,0.75510204
235,235,2.512931034,2.125144844,1970,2248,0.664516129,0.67114094,1,female,1,0,0,1,5,510.2,394,449.6,1282.0974,1084.2489,1.1411167
236,236,1.777777778,2,82,186,0.393063584,0.4,1,male,0,0,1,1,4.6666665,11.785714,17.571428,39.857143,20.952381,23.571428,2.2682927
237,237,0,0,66,29,0.5,0.5,1,male,0,0,1,1,1.25,0.8,52.8,23.2,0,0,0.43939394
238,238,2.166666667,2.333333333,40,48,0.523809524,0.594594595,1,male,0,1,0,1,1.9166666,3.652174,20.869566,25.043478,7.9130435,8.521739,1.2
239,239,1.266666667,1.090909091,120,180,0.434285714,0.541666667,1,male,0,0,1,1,4.9166665,97.62712,24.40678,36.61017,123.66102,106.50231,1.5
240,240,3.666666667,6,38,19,0.444444444,0.45,1,male,0,0,0,,0.5833333,6.857143,65.14286,32.57143,25.142857,41.142857,0.5
241,241,2.483039349,2.07073955,1040,1220,0.677721088,0.687194526,1,female,1,0,0,1,5.0833335,275.2131,204.59016,240,683.365,569.89465,1.1730769
242,242,2,2.5,42,56,0.549019608,0.452380952,1,female,1,0,0,1,3.8333333,2.347826,10.956522,14.608696,4.695652,5.869565,1.3333334
243,243,2.163636364,2.037037037,538,479,0.492957746,0.469348659,1,male,0,1,0,1,9.75,27.179487,55.179485,49.128204,58.806526,55.365623,0.89033455
244,244,4.05,3.75,863,114,0.561904762,0.498245614,1,female,0,0,0,,6.25,4.96,138.08,18.24,20.088,18.6,0.13209733
245,245,4.35,3.9375,136,146,0.311111111,0.281481481,1,male,0,0,0,,4.9166665,5.4915257,27.661016,29.694916,23.888136,21.622883,1.0735294
246,246,3.422535211,2.215909091,386,537,0.470711297,0.445945946,1,male,0,0,1,1,4.9166665,53.694916,78.50848,109.22034,183.77274,118.983055,1.3911917
247,247,2.968253968,2.083333333,159,75,0.626865672,0.565789474,1,female,1,0,0,1,4.8333335,17.793104,32.896553,15.5172415,52.814453,37.068966,0.4716981
248,248,1.416666667,2.5,38,94,0.518072289,0.486486486,1,male,0,0,1,1,4.8333335,5.37931,7.862069,19.448277,7.6206894,13.448276,2.4736843
249,249,3.125,2.2,15,8,0.571428571,0.266666667,1,male,0,0,1,1,1.75,10.857142,8.571428,4.571429,33.92857,23.885714,0.53333336
250,250,4.218085106,3,206,547,0.387596899,0.282178218,1,female,1,0,0,1,4.8333335,69.93104,42.62069,113.17242,294.97507,209.79312,2.6553397
251,251,1,0,12,9,0.5,0.545454545,1,female,0,0,0,,4.5833335,0.8727273,2.6181817,1.9636364,0.8727273,0,0.75
252,252,1.512820513,1.194444444,186,97,0.633333333,0.639784946,1,female,0,0,1,1,4.8333335,21.310345,38.482758,20.068966,32.238728,25.454023,0.52150536
253,253,2.476303318,2.004672897,1147,1676,0.575815739,0.574354408,1,male,0,0,1,1,7.5833335,310.6813,151.25275,221.01099,769.3411,622.8144,1.4612031
254,254,0,0,67,48,0.431818182,0.671641791,1,male,1,0,0,1,4.8333335,0,13.862069,9.931034,0,0,0.7164179
255,255,4.8,3,44,62,0.709090909,0.547619048,1,female,0,1,0,1,1.1666666,4.285714,37.714287,53.142857,20.571428,12.857142,1.4090909
256,256,1.625,2.153846154,302,140,0.671875,0.635135135,1,female,0,1,0,1,4.3333335,9.230769,69.69231,32.307693,15,19.881657,0.46357617
257,257,3.076923077,1.642857143,257,246,0.386666667,0.361445783,1,male,1,0,0,1,4.8333335,24,53.172413,50.896553,73.84615,39.42857,0.95719844
258,258,3.294117647,2.333333333,157,223,0.492890995,0.480263158,1,female,0,0,1,1,7.5833335,9.758242,20.703297,29.406593,32.144794,22.76923,1.4203821
259,259,3.512562814,2.870967742,659,263,0.547619048,0.370257967,1,male,0,0,1,1,2.5833333,140.12903,255.09677,101.80645,492.212,402.3059,0.39908952
260,260,5.611111111,3.0625,691,798,0.319293478,0.312874251,1,male,0,1,0,1,9.5,2.7368422,72.73684,84,15.356726,8.381579,1.1548481
261,261,2.571428571,5,94,42,0.790697674,0.532608696,1,female,0,1,0,1,1.0833334,41.53846,86.76923,38.76923,106.81318,207.69229,0.44680852
262,262,4.292372881,3.176829268,490,410,0.786259542,0.752535497,1,female,0,1,0,1,4.6666665,65.35714,105,87.85714,280.5372,207.62848,0.8367347
263,263,3.780678851,2.432791728,226,4294,0.552845528,0.474654378,1,female,0,0,0,,7.5,220.4,30.133333,572.5333,833.2616,536.18726,19
264,264,3.97804878,3.709459459,669,802,0.360158311,0.336391437,1,male,1,0,0,1,3.6666667,167.72728,182.45454,218.72728,667.2273,622.17755,1.1988041
265,265,0,0,1,10,0.5,1,1,female,1,0,0,1,4.8333335,0.20689656,0.20689656,2.0689654,0,0,10
266,266,2.21780303,1.782426778,313,576,0.621568627,0.659163987,1,female,0,0,0,,7.1666665,148.18605,43.67442,80.37209,328.64746,264.1308,1.8402556
267,267,1.142857143,2,55,46,0.4,0.622641509,1,male,1,0,0,1,4.75,2.5263157,11.578947,9.684211,2.887218,5.0526314,0.8363636
268,268,3.360655738,2.784482759,356,1525,0.472480343,0.446022727,1,male,0,1,0,1,7.9166665,28.8,44.968422,192.63158,96.78688,80.1931,4.283708
269,269,4.752873563,3.311195446,647,1698,0.477707006,0.391096979,1,male,0,1,0,1,4.75,269.26315,136.21053,357.4737,1279.7737,891.58295,2.6244204
270,270,3.017857143,1.821428571,178,182,0.436781609,0.420454545,1,male,1,0,0,1,4.75,17.894737,37.473682,38.31579,54.00376,32.593987,1.0224719
271,271,3.666666667,3.375,300,127,0.75,0.327702703,1,male,0,0,0,,3.9166667,3.8297873,76.59574,32.425533,14.042553,12.925532,0.42333335
272,272,1,0,84,35,0.454545455,0.474358974,1,female,0,0,1,1,4.75,1.2631578,17.68421,7.368421,1.2631578,0,0.41666666
273,273,4.486486486,5,97,368,,,1,female,0,0,1,1,4.75,9.894737,20.421053,77.47369,44.392605,49.473686,3.7938144
274,274,1.285714286,4,12,27,0.583333333,0.833333333,1,female,0,1,0,1,4.75,4.4210525,2.5263157,5.6842103,5.6842103,17.68421,2.25
275,275,1.555555556,2,66,128,0.808333333,0.846153846,1,male,0,1,0,1,4.4166665,5.207547,14.943397,28.981133,8.100629,10.415094,1.939394
276,276,1.75,2,83,16,0.3125,0.353658537,1,female,0,0,0,,2,2.5,41.5,8,4.375,5,0.19277108
277,277,9.233333333,9.777777778,76,41,0.615384615,0.407894737,1,female,0,1,0,1,0.41666666,117.6,182.4,98.4,1085.84,1149.8667,0.5394737
278,278,1,0,37,42,0.58974359,0.444444444,1,female,1,0,0,1,0.9166667,2.1818182,40.363636,45.81818,2.1818182,0,1.1351352
279,279,2.80952381,2.444444444,68,41,0.361111111,0.253968254,1,female,0,0,0,,4.0833335,7.591837,16.65306,10.040816,21.329447,18.557823,0.60294116
280,280,2.145945946,2.073076923,1028,807,0.699475066,0.646245059,1,female,1,0,0,1,4.75,240,216.42105,169.89473,515.02704,497.53845,0.78501946
281,281,8.660130719,6.803278689,369,182,0.588607595,0.434065934,1,male,0,0,1,1,8.25,38.303032,44.727272,22.060606,331.70926,260.5862,0.49322492
282,282,7.574193548,4.395522388,581,742,0.58,0.525217391,1,female,0,0,0,,4.4166665,41.660378,131.54716,168,315.54376,183.11913,1.2771084
283,283,4.008695652,2.267857143,139,163,0.746478873,0.791044776,1,female,0,1,0,1,4.6666665,40.714287,29.785715,34.92857,163.21118,92.33418,1.1726619
284,284,4.038335159,3.316853933,367,2149,0.538777607,0.440677966,1,female,0,0,1,1,3.5833333,456,102.4186,599.72095,1841.4808,1512.4854,5.855586
285,285,4.731874145,3.706460674,301,1344,0.455429498,0.410344828,1,male,0,0,1,1,4.75,224.42105,63.36842,282.94736,1061.9321,831.8078,4.4651165
286,286,4.857142857,2.375,253,175,0.425149701,0.508130081,1,male,1,0,0,1,4.5,14,56.22222,38.88889,68,33.25,0.6916996
287,287,2.361702128,1.6,88,42,0.594594595,0.5,1,male,1,0,0,1,7.9166665,10.231579,11.115789,5.305263,24.163942,16.370525,0.47727272
288,288,2.125874126,1.559322034,3011,928,0.610208817,0.519703604,1,female,1,0,0,1,9.75,106.76923,308.82053,95.17949,226.97795,166.48763,0.30820325
289,289,2.705882353,3.272727273,113,110,0.41,0.481481481,1,female,1,0,0,1,4.6666665,8.142858,24.214285,23.571428,22.033615,26.649351,0.9734513
290,290,0,0,3,19,0.444444444,0.333333333,1,male,0,0,1,1,4.6666665,0.21428572,0.64285713,4.071429,0,0,6.3333335
291,291,0,0,3,11,0.181818182,0,1,female,0,0,1,1,7.9166665,0.6315789,0.37894738,1.3894737,0,0,3.6666667
292,292,0,1,19,28,0.576923077,0.421052632,1,female,1,0,0,1,4.5833335,1.0909091,4.1454544,6.109091,0,1.0909091,1.4736842
293,293,3.456521739,2.61878453,470,754,0.388499299,0.340659341,1,male,1,0,0,1,4.5833335,89.01818,102.545456,164.5091,307.69327,233.11943,1.6042553
294,294,5.060874377,5.25,293,2682,0.355371901,0.229965157,1,male,0,1,0,1,4.3333335,639.6923,67.61539,618.9231,3237.4026,3358.3848,9.153584
295,295,6.096096096,3.973262032,72,4189,0.376402956,0.225352113,1,male,0,0,1,1,4.6666665,93.64286,15.428572,897.6429,570.8559,372.06763,58.180557
296,296,10.08214286,9.922178988,829,3492,0.735614308,0.772167488,1,female,0,0,1,1,4.6666665,65.78571,177.64285,748.2857,663.261,652.7376,4.212304
297,297,2.327272727,1.2,351,65,0.65,0.457971014,1,female,1,0,0,1,7.8333335,44.29787,44.80851,8.297873,103.09322,53.157444,0.18518518
298,298,2.76,3.566666667,105,179,0.636904762,0.666666667,1,female,0,0,0,,4,32.5,26.25,44.75,89.7,115.916664,1.7047619
299,299,3.015384615,2.267326733,131,207,0.642487047,0.496124031,1,male,1,0,0,1,4.5833335,46.69091,28.581818,45.163635,140.79105,105.86355,1.5801526
300,300,1.428571429,1.4,60,33,0.4,0.416666667,1,female,0,1,0,1,9.75,2.2564104,6.1538463,3.3846154,3.2234433,3.1589744,0.55
301,301,1.5,1,46,46,0.390243902,0.222222222,1,male,0,0,1,1,4.5833335,1.3090909,10.036364,10.036364,1.9636363,1.3090909,1
302,302,2.8,8,14,99,0.520833333,0.357142857,1,male,0,0,0,,3.75,1.6,3.7333333,26.4,4.48,12.8,7.071429
303,303,1.283950617,1.4,931,561,0.523715415,0.562002275,1,female,0,0,0,,9.75,157.53847,95.48718,57.53846,202.2716,220.55385,0.60257787
304,304,3.103040541,2.488636364,891,856,0.624378109,0.579793341,1,female,0,0,1,1,4.6666665,200.78572,190.92857,183.42857,623.0462,499.68265,0.9607183
305,305,2.229508197,2.206896552,238,243,0.467248908,0.430434783,1,female,0,1,0,1,4.5833335,25.963636,51.927273,53.01818,57.88614,57.29906,1.0210084
306,306,2.461538462,1.769230769,159,66,0.277777778,0.157534247,1,male,1,0,0,1,7.8333335,16.212767,20.297873,8.425532,39.908348,28.684126,0.41509435
307,307,13.14754098,8.634920635,68,965,0.52026287,0.5,1,male,0,0,1,1,4.5833335,18.10909,14.836364,210.54546,238.09001,156.37056,14.191176
308,308,12.16666667,5.333333333,203,56,0.408163265,0.421686747,1,female,0,0,0,,7.8333335,1.2765957,25.914894,7.1489363,15.531915,6.8085103,0.27586207
309,309,4.412429379,3.54985755,69,652,0.603618421,0.544117647,1,male,0,0,1,1,4.5,105.55556,15.333333,144.88889,465.75644,374.70718,9.449275
310,310,4.571428571,2.166666667,15,46,0.340909091,0.133333333,1,male,0,0,0,,2.5833333,5.806452,5.806452,17.806452,26.54378,12.580646,3.0666666
311,311,3.101694915,2.066037736,307,309,0.475862069,0.466216216,1,male,0,0,1,1,9.75,71.38461,31.487179,31.692308,221.41328,147.4833,1.0065147
312,312,3.186567164,2.307692308,319,298,0.554385965,0.522151899,1,female,1,0,0,1,4.5,49.555557,70.888885,66.22222,157.91211,114.35898,0.9341693
313,313,2.04,1.555555556,53,39,0.75,0.673076923,1,female,1,0,0,1,2.75,11.636364,19.272728,14.181818,23.738182,18.101011,0.7358491
314,314,3.85,2.405063291,641,477,0.474272931,0.428120063,1,female,1,0,0,1,4.3333335,117.69231,147.92308,110.07692,453.1154,283.05743,0.74414974
315,315,1.722222222,1.547619048,85,76,,,1,female,0,0,1,1,4.25,18.117647,20,17.882353,31.202614,28.039215,0.89411765
316,316,15.65600691,8.998364231,181,8448,0.392775083,0.392045455,1,male,0,0,1,1,4.5,544,40.22222,1877.3334,8516.868,4895.1104,46.674034
317,317,1.911917098,1.274509804,141,69,0.544117647,0.579710145,1,female,1,0,0,1,4.5,125.77778,31.333334,15.333333,240.47668,160.30501,0.4893617
318,318,5.63164557,2.347826087,1167,903,0.541813899,0.516157205,1,male,1,0,0,1,4.5833335,252.21819,254.61818,197.01819,1420.4034,592.1644,0.7737789
319,319,3.610552764,2.375,897,4215,0.513064133,0.635135135,1,female,0,0,0,,2.8333333,495.17648,316.58823,1487.6471,1787.8608,1176.0442,4.6989965
320,320,1,0,92,48,0.782608696,0.831460674,1,female,1,0,0,1,3.5,0.2857143,26.285715,13.714286,0.2857143,0,0.5217391
321,321,4.205,2.232492997,1546,1107,,,1,male,1,0,0,1,4.5,296.8889,343.55554,246,1248.4177,662.80237,0.7160414
322,322,2.978021978,1.85483871,186,214,0.58,0.464480874,1,male,0,0,0,,6.5833335,53.316456,28.253164,32.50633,158.77757,98.893425,1.1505376
323,323,2.153846154,1.583333333,139,353,0.4,0.433823529,1,male,0,0,0,,4.4166665,4.981132,31.471699,79.92453,10.728592,7.886792,2.5395684
324,324,0,1.5,10,29,0.714285714,0.7,1,female,0,0,1,1,4.0833335,0.7346939,2.4489796,7.102041,0,1.1020408,2.9
325,325,2.166666667,2.333333333,299,410,0.787564767,0.806896552,1,female,1,0,0,1,4.5,2.6666667,66.44444,91.111115,5.777778,6.2222223,1.3712375
326,326,5,2.625,117,303,0.561151079,0.548672566,1,female,0,1,0,1,6.75,2.3703704,17.333334,44.88889,11.851852,6.2222223,2.5897436
327,327,4.178694158,2.784090909,314,387,0.354395604,0.317307692,1,male,1,0,0,1,4.5,78,69.77778,86,325.93814,217.15909,1.2324841
328,328,5.631818182,4.120689655,120,818,0.745454545,0.669491525,1,male,0,0,1,1,4.5,64.44444,26.666666,181.77777,362.9394,265.55554,6.8166666
329,329,4.338797814,3.335820896,67,701,0.432766615,0.28358209,1,male,1,0,0,1,6.75,34.37037,9.925926,103.85185,149.12608,114.6534,10.462687
330,330,0,0,29,14,0.785714286,0.551724138,1,female,1,0,0,1,4.0833335,0.24489796,7.102041,3.4285715,0,0,0.4827586
331,331,3.203252033,2.294117647,1022,383,0.642253521,0.504950495,1,female,1,0,0,1,4.5,52.88889,227.11111,85.111115,169.41644,121.333336,0.37475538
332,332,6.211340206,3.773006135,294,1913,0.4875,0.442906574,1,male,0,0,1,1,4.4166665,52.5283,66.56604,433.13208,326.27115,198.1896,6.5068026
333,333,0,0,3,4,,,1,male,0,0,1,1,4.4166665,0.4528302,0.6792453,0.9056604,0,0,1.3333334
334,334,35.82496545,14.26964113,245,36767,0.401190552,0.359183673,1,male,0,0,1,1,9.75,249.53847,25.128204,3770.9744,8939.707,3560.8245,150.06938
335,335,2.6875,1.565217391,81,109,0.53271028,0.487804878,1,male,0,1,0,1,7.25,8.275862,11.172414,15.034483,22.241379,12.953523,1.345679
336,336,4.933333333,3.279661017,342,1299,0.617443869,0.639053254,1,male,0,0,1,1,4.3333335,55.384617,78.92308,299.76923,273.23077,181.64276,3.7982457
337,337,1,0,48,9,0.166666667,0.456521739,1,female,0,0,0,,4.5,5.5555553,10.666667,2,5.5555553,0,0.1875
338,338,4.51754386,1.96969697,220,675,0.638709677,0.65,1,female,0,0,1,1,7.75,28.387096,28.387096,87.09677,128.23996,55.91398,3.0681818
339,339,2.207317073,1.794117647,1841,162,0.589403974,0.444989107,1,female,0,0,0,,4.4166665,47.54717,416.8302,36.679245,104.951675,85.305214,0.087995656
340,340,2.674295775,3.839694656,958,2741,0.52388599,0.40063762,1,female,0,0,0,,7.75,145.67741,123.6129,353.67743,389.5845,559.3568,2.861169
341,341,3.736842105,4.12195122,80,140,0.564885496,0.538461538,1,female,0,0,0,,7.75,12.387096,10.32258,18.064516,46.288624,51.059006,1.75
342,342,1.962962963,1.586206897,642,136,0.433333333,0.40570523,1,male,0,0,0,,5.1666665,17.225807,124.258064,26.32258,33.81362,27.323694,0.211838
343,343,1.2,1,39,61,0.509090909,0.540540541,1,female,0,1,0,1,7.75,5.032258,5.032258,7.870968,6.0387096,5.032258,1.5641025
344,344,8.706806283,5.051724138,687,1142,0.747891284,0.769456681,1,female,1,0,0,1,3.25,66.15385,211.38461,351.3846,575.9887,334.19098,1.6622999
345,345,1.952380952,1.666666667,31,150,0.683823529,0.666666667,1,male,0,0,1,1,4.4166665,9.509434,7.018868,33.962265,18.566038,15.849056,4.83871
346,346,4.6,3.75,173,83,0.487179487,0.444444444,1,female,1,0,0,1,3.0833333,2.2702703,56.10811,26.918919,10.443244,8.513514,0.47976878
