,avg_orig_message_likes,avg_orig_message_retweets,friends_count,followers_count,female_pct_follower,female_pct_friend,twitter,female,asstprof,assocprof,prof,academic,yrs_on_twitter,origtweets_year,friends_year,followers_year,orig_likes_year,orig_rt_year,ff_ratio
72,1.8142235123367199,1.611353711790393,3226.0,1345.0,0.5568910256410257,0.5625390869293309,1.0,0.0,0.0,0.0,0.0,,10.5,295.8095,307.2381,128.09525,536.66455,476.65375,0.41692498
73,3.5,2.203252032520325,869.0,1429.0,0.3895800933125972,0.3341232227488152,1.0,0.0,1.0,0.0,0.0,1.0,5.5833335,128.05971,155.64178,255.94029,448.20898,282.1478,1.6444188
74,4.6454545454545455,2.8115942028985508,232.0,302.0,0.6678200692041523,0.6176470588235294,1.0,1.0,0.0,0.0,1.0,1.0,3.25,96.92308,71.38461,92.92308,450.25177,272.50836,1.3017242
75,1.3333333333333333,0.0,64.0,13.0,0.6923076923076923,0.390625,1.0,1.0,0.0,0.0,1.0,1.0,3.75,2.1333334,17.066668,3.4666667,2.8444445,0.0,0.203125
76,3.487762237762238,2.0114503816793894,1088.0,854.0,0.6078431372549019,0.5343866171003717,1.0,1.0,0.0,0.0,1.0,1.0,4.1666665,199.92,261.12,204.96,697.27344,402.12915,0.7849265
77,2.5,0.0,49.0,21.0,0.2222222222222222,0.14285714285714285,1.0,0.0,1.0,0.0,0.0,1.0,5.5833335,1.6119403,8.776119,3.761194,4.0298505,0.0,0.42857143
78,3.9322033898305087,2.0416666666666665,182.0,215.0,0.7562189054726368,0.7344632768361582,1.0,1.0,0.0,0.0,1.0,1.0,4.6666665,14.571428,39.0,46.07143,57.29782,29.75,1.1813186
79,5.181818181818182,2.5,39.0,37.0,0.75,0.8378378378378378,1.0,1.0,1.0,0.0,0.0,1.0,0.33333334,39.0,117.0,111.0,202.09091,97.5,0.94871795
80,1.0,2.0,42.0,59.0,0.6428571428571429,0.7073170731707317,1.0,0.0,0.0,0.0,0.0,,6.5833335,5.924051,6.379747,8.962026,5.924051,11.848102,1.4047619
81,3.9069767441860463,2.3333333333333335,94.0,148.0,0.6739130434782609,0.5444444444444444,1.0,0.0,0.0,0.0,1.0,1.0,5.5,11.818182,17.09091,26.90909,46.173363,27.575758,1.5744681
82,1.3333333333333333,0.0,179.0,44.0,0.5,0.4393063583815029,1.0,0.0,1.0,0.0,0.0,1.0,7.4166665,12.0,24.134832,5.9325843,16.0,0.0,0.24581006
83,0.0,0.0,8.0,14.0,0.7692307692307693,0.8571428571428571,1.0,1.0,1.0,0.0,0.0,1.0,3.75,0.26666668,2.1333334,3.7333333,0.0,0.0,1.75
84,2.0,1.0,62.0,45.0,0.5121951219512195,0.7241379310344828,1.0,1.0,0.0,1.0,0.0,1.0,3.9166667,1.7872341,15.829787,11.489362,3.5744681,1.7872341,0.7258065
85,5.936675461741425,3.5283582089552237,355.0,1153.0,0.3839458413926499,0.36253776435045315,1.0,0.0,0.0,0.0,1.0,1.0,4.6666665,101.78571,76.07143,247.07143,604.26874,359.13644,3.2478874
86,2.432926829268293,1.7045454545454546,281.0,403.0,0.5274151436031331,0.49818181818181817,1.0,1.0,1.0,0.0,0.0,1.0,5.5,200.0,51.090908,73.27273,486.58536,340.9091,1.4341637
87,1.0869565217391304,1.326086956521739,1091.0,725.0,0.3678516228748068,0.3725296442687747,1.0,1.0,1.0,0.0,0.0,1.0,10.5,175.04762,103.90476,69.04762,190.26915,232.12837,0.66452795
88,3.3068181818181817,2.5595238095238093,14.0,231.0,0.6635514018691588,0.6428571428571429,1.0,0.0,0.0,0.0,0.0,,5.5,20.545454,2.5454545,42.0,67.94008,52.58658,16.5
89,1.7,1.1428571428571428,151.0,97.0,0.44680851063829785,0.4,1.0,1.0,0.0,0.0,0.0,,8.5,1.7647059,17.764706,11.411765,3.0,2.0168068,0.6423841
90,0.0,0.0,162.0,71.0,,0.2138364779874214,1.0,0.0,1.0,0.0,0.0,1.0,8.5,0.5882353,19.058823,8.3529415,0.0,0.0,0.4382716
91,5.335260115606936,8.163742690058479,188.0,1351.0,0.5919208573784006,0.5079365079365079,1.0,1.0,0.0,0.0,0.0,,4.4166665,64.98113,42.566036,305.88678,346.69125,530.48926,7.18617
92,6.563157894736842,3.8576642335766422,432.0,910.0,0.7717265353418308,0.7358490566037735,1.0,1.0,0.0,0.0,1.0,1.0,5.5,80.90909,78.545456,165.45454,531.0191,312.1201,2.1064816
93,14.113300492610838,7.6039387308533914,274.0,5628.0,0.28281218880701053,0.4185185185185185,1.0,1.0,0.0,1.0,0.0,1.0,9.583333,99.86087,28.591305,587.2696,1409.3665,759.33594,20.540146
94,1.3333333333333333,1.6666666666666667,61.0,113.0,0.7169811320754716,0.5166666666666667,1.0,0.0,0.0,1.0,0.0,1.0,8.5,3.1764705,7.1764708,13.294118,4.235294,5.2941175,1.8524591
95,2.3333333333333335,2.227272727272727,56.0,300.0,0.38380281690140844,0.41818181818181815,1.0,0.0,0.0,0.0,1.0,1.0,5.5,8.727273,10.181818,54.545456,20.363636,19.438017,5.357143
96,10.046511627906977,2.532258064516129,1348.0,804.0,0.27599486521181,0.23948948948948948,1.0,0.0,0.0,1.0,0.0,1.0,4.75,19.578947,283.78946,169.26315,196.70012,49.578945,0.5964392
97,5.515151515151516,2.985294117647059,1539.0,395.0,0.5519125683060109,0.5602331606217616,1.0,1.0,1.0,0.0,0.0,1.0,3.1666667,41.68421,486.0,124.73684,229.89474,124.43963,0.25666016
98,3.111111111111111,3.0,494.0,263.0,0.42016806722689076,0.3284518828451883,1.0,0.0,1.0,0.0,0.0,1.0,10.416667,13.344,47.424,25.248,41.514668,40.031998,0.5323887
99,1.7647058823529411,1.1666666666666667,81.0,88.0,0.7105263157894737,0.5569620253164557,1.0,1.0,0.0,0.0,0.0,,10.416667,7.008,7.776,8.448,12.367059,8.176,1.0864197
100,6.070796460176991,2.6557377049180326,463.0,1020.0,0.3610188261351052,0.3384615384615385,1.0,1.0,1.0,0.0,0.0,1.0,10.416667,27.168,44.448,97.92,164.9314,72.15108,2.2030237
101,1.9807692307692308,1.6857142857142857,222.0,462.0,0.4896551724137931,0.3394495412844037,1.0,1.0,0.0,0.0,1.0,1.0,4.8333335,20.275862,45.931034,95.586205,40.161804,34.17931,2.0810812
102,2.4545454545454546,2.0,19.0,40.0,0.48717948717948717,0.47368421052631576,1.0,0.0,1.0,0.0,0.0,1.0,2.5833333,11.225806,7.354839,15.4838705,27.554253,22.451612,2.1052632
103,2.4285714285714284,1.0,76.0,51.0,0.5333333333333333,0.5405405405405406,1.0,1.0,1.0,0.0,0.0,1.0,5.5,2.5454545,13.818182,9.272727,6.181818,2.5454545,0.67105263
104,2.1274131274131274,1.9838056680161944,32.0,488.0,0.2636363636363636,0.1875,1.0,0.0,0.0,1.0,0.0,1.0,10.416667,89.088,3.072,46.848,189.52698,176.73328,15.25
105,8.667562724014337,5.548031496062992,1550.0,2296.0,0.6704761904761904,0.638671875,1.0,1.0,0.0,1.0,0.0,1.0,1.75,719.4286,885.7143,1312.0,6235.6924,3991.4124,1.4812903
106,3.125,2.3333333333333335,1081.0,1573.0,0.40764331210191085,0.3562189054726368,1.0,0.0,1.0,0.0,0.0,1.0,10.416667,262.944,103.776,151.008,821.7,613.536,1.4551342
107,6.659090909090909,3.8,110.0,191.0,0.47307692307692306,0.42953020134228187,1.0,1.0,1.0,0.0,0.0,1.0,0.8333333,72.0,132.0,229.2,479.45456,273.6,1.7363636
108,2.0625,1.4615384615384615,368.0,145.0,0.5338345864661654,0.3715083798882682,1.0,0.0,0.0,1.0,0.0,1.0,10.333333,30.290323,35.612904,14.032258,62.473793,44.270473,0.39402175
109,1.6666666666666667,1.434782608695652,180.0,117.0,0.43820224719101125,0.45394736842105265,1.0,0.0,0.0,0.0,0.0,,7.1666665,8.093023,25.11628,16.32558,13.488372,11.611729,0.65
110,5.0285714285714285,6.698795180722891,206.0,540.0,0.4524793388429752,0.4563106796116505,1.0,1.0,0.0,0.0,0.0,,3.8333333,30.0,53.739132,140.86957,150.85715,200.96385,2.621359
111,3.5369127516778525,2.5660377358490565,223.0,283.0,0.6305970149253731,0.5761904761904761,1.0,1.0,0.0,1.0,0.0,1.0,3.75,52.8,59.466667,75.46667,186.749,135.48679,1.2690583
112,1.910569105691057,1.5975609756097562,329.0,256.0,0.5286885245901639,0.44036697247706424,1.0,0.0,1.0,0.0,0.0,1.0,5.4166665,83.815384,60.73846,47.26154,160.13509,133.90019,0.7781155
113,1.6829268292682926,1.5454545454545454,293.0,322.0,0.3873239436619718,0.2711267605633803,1.0,1.0,1.0,0.0,0.0,1.0,9.75,19.076923,30.051283,33.025642,32.105064,29.482517,1.0989761
114,4.0,0.0,359.0,52.0,0.6,0.573943661971831,1.0,1.0,0.0,0.0,1.0,1.0,0.75,1.3333334,478.66666,69.333336,5.3333335,0.0,0.1448468
115,2.75,3.8,240.0,102.0,0.24096385542168675,0.2863636363636364,1.0,0.0,1.0,0.0,0.0,1.0,6.4166665,3.4285715,37.402596,15.896104,9.428572,13.028571,0.425
116,8.910408432147563,4.796923076923077,987.0,3989.0,0.467238042576721,0.5586136595310908,1.0,0.0,0.0,0.0,1.0,1.0,5.4166665,349.2923,182.21538,736.4308,3112.337,1675.5283,4.04154
117,2.4521072796934864,1.8322295805739515,143.0,609.0,0.37410071942446044,0.5251798561151079,1.0,0.0,0.0,1.0,0.0,1.0,10.25,210.14635,13.95122,59.414635,515.3014,385.03635,4.2587414
118,7.266522210184182,3.8378378378378377,201.0,1328.0,0.30719482619240096,0.21428571428571427,1.0,0.0,0.0,0.0,1.0,1.0,5.25,193.33333,38.285713,252.95238,1404.861,741.98193,6.606965
119,1.726550079491256,1.920844327176781,1085.0,1171.0,0.46826126954921804,0.4804947668886774,1.0,0.0,1.0,0.0,0.0,1.0,7.75,274.96774,140.0,151.09677,474.74557,528.1702,1.0792626
120,1.0,1.1666666666666667,118.0,85.0,0.24324324324324326,0.25471698113207547,1.0,1.0,0.0,0.0,0.0,,10.25,39.02439,11.512196,8.292683,39.02439,45.528458,0.720339
121,2.367588932806324,1.7555555555555555,123.0,141.0,0.37404580152671757,0.39344262295081966,1.0,0.0,1.0,0.0,0.0,1.0,2.3333333,269.14285,52.714287,60.42857,637.21967,472.49524,1.1463414
122,2.482315112540193,1.880952380952381,939.0,1874.0,0.5077541642734061,0.49723145071982283,1.0,1.0,0.0,1.0,0.0,1.0,5.4166665,283.56924,173.35385,345.96924,703.9082,533.38025,1.9957402
123,2.74025974025974,1.8,196.0,129.0,0.5853658536585366,0.45454545454545453,1.0,1.0,1.0,0.0,0.0,1.0,4.6666665,25.928572,42.0,27.642857,71.05102,46.67143,0.65816325
124,3.839160839160839,2.606060606060606,164.0,208.0,0.625,0.6602564102564102,1.0,0.0,0.0,0.0,0.0,,3.4166667,88.68293,48.0,60.878048,340.46802,231.11308,1.2682927
125,8.036671368124118,4.354014598540146,272.0,1738.0,0.45056320400500627,0.5604395604395604,1.0,1.0,0.0,0.0,1.0,1.0,4.1666665,200.4,65.28,417.12,1610.549,872.5445,6.3897057
126,2.125,1.6666666666666667,84.0,82.0,0.5131578947368421,0.5308641975308642,1.0,1.0,0.0,0.0,1.0,1.0,2.3333333,11.571428,36.0,35.142857,24.589285,19.285713,0.97619045
127,0.0,0.0,34.0,13.0,0.4166666666666667,0.5757575757575758,1.0,1.0,1.0,0.0,0.0,1.0,5.3333335,0.1875,6.375,2.4375,0.0,0.0,0.38235295
128,4.06,3.0259740259740258,78.0,517.0,0.4,0.37662337662337664,1.0,0.0,1.0,0.0,0.0,1.0,5.25,39.238094,14.857142,98.47619,159.30666,118.73345,6.6282053
129,3.5196428571428573,2.6013986013986012,1465.0,5836.0,0.6062126181748022,0.6729297146833682,1.0,1.0,1.0,0.0,0.0,1.0,5.3333335,127.3125,274.6875,1094.25,448.09454,331.19055,3.9836178
